image,true_label,pred_label,is_correct_top1,is_correct_top2,is_correct_top3,top1_conf,top2_conf,top3_conf,top1_pred,top2_pred,top3_pred
29953.jpg,MUTED AUTUMN,MUTED AUTUMN,True,True,True,0.44994592666625977,0.18356306850910187,0.10240683704614639,MUTED AUTUMN,COOL WINTER,DARK WINTER
10443.jpg,MUTED AUTUMN,MUTED AUTUMN,True,True,True,0.5381481051445007,0.14649316668510437,0.1028243750333786,MUTED AUTUMN,WARM AUTUMN,MUTED SUMMER
10973.jpg,MUTED AUTUMN,MUTED AUTUMN,True,True,True,0.3647659420967102,0.24828694760799408,0.16808098554611206,MUTED AUTUMN,BRIGHT SPRING,DARK AUTUMN
11802.jpg,MUTED AUTUMN,WARM AUTUMN,False,True,True,0.36479753255844116,0.341667115688324,0.12324163317680359,WARM AUTUMN,MUTED AUTUMN,WARM SPRING
11984.jpg,MUTED AUTUMN,MUTED AUTUMN,True,True,True,0.5442184805870056,0.1387932300567627,0.09593203663825989,MUTED AUTUMN,WARM SPRING,WARM AUTUMN
13885.jpg,MUTED AUTUMN,WARM SPRING,False,False,False,0.2616365849971771,0.24964462220668793,0.18112918734550476,WARM SPRING,MUTED SUMMER,COOL SUMMER
14128.jpg,MUTED AUTUMN,MUTED AUTUMN,True,True,True,0.2990967035293579,0.23687586188316345,0.10403848439455032,MUTED AUTUMN,MUTED SUMMER,COOL WINTER
14264.jpg,MUTED AUTUMN,MUTED AUTUMN,True,True,True,0.23457126319408417,0.16367045044898987,0.11103963851928711,MUTED AUTUMN,MUTED SUMMER,COOL WINTER
14920.jpg,MUTED AUTUMN,MUTED AUTUMN,True,True,True,0.3903447389602661,0.144420325756073,0.09288912266492844,MUTED AUTUMN,WARM SPRING,LIGHT SPRING
17857.jpg,MUTED AUTUMN,MUTED SUMMER,False,False,True,0.5205411314964294,0.09659402817487717,0.09466367959976196,MUTED SUMMER,LIGHT SPRING,MUTED AUTUMN
18389.jpg,MUTED AUTUMN,MUTED AUTUMN,True,True,True,0.7483435869216919,0.08013516664505005,0.06823477894067764,MUTED AUTUMN,LIGHT SPRING,WARM SPRING
18644.jpg,MUTED AUTUMN,LIGHT SPRING,False,False,False,0.37580406665802,0.1772926151752472,0.1722780168056488,LIGHT SPRING,COOL SUMMER,BRIGHT SPRING
18826.jpg,MUTED AUTUMN,LIGHT SPRING,False,True,True,0.3636226952075958,0.24495543539524078,0.15376219153404236,LIGHT SPRING,MUTED AUTUMN,MUTED SUMMER
1974.jpg,MUTED AUTUMN,LIGHT SPRING,False,False,True,0.7162647247314453,0.1083218976855278,0.08952514827251434,LIGHT SPRING,MUTED SUMMER,MUTED AUTUMN
20115.jpg,MUTED AUTUMN,MUTED AUTUMN,True,True,True,0.695284366607666,0.1655324548482895,0.038917798548936844,MUTED AUTUMN,WARM SPRING,MUTED SUMMER
2483.jpg,MUTED AUTUMN,MUTED AUTUMN,True,True,True,0.5124322772026062,0.24482837319374084,0.11145257949829102,MUTED AUTUMN,MUTED SUMMER,BRIGHT SPRING
2855.jpg,MUTED AUTUMN,LIGHT SPRING,False,False,True,0.5589945316314697,0.14235267043113708,0.09722544252872467,LIGHT SPRING,LIGHT SUMMER,MUTED AUTUMN
3119.jpg,MUTED AUTUMN,MUTED AUTUMN,True,True,True,0.5896866321563721,0.10464556515216827,0.08562682569026947,MUTED AUTUMN,DARK AUTUMN,MUTED SUMMER
3191.jpg,MUTED AUTUMN,MUTED SUMMER,False,True,True,0.5806409120559692,0.2690224051475525,0.04162825271487236,MUTED SUMMER,MUTED AUTUMN,LIGHT SPRING
5989.jpg,MUTED AUTUMN,MUTED AUTUMN,True,True,True,0.31042182445526123,0.25087520480155945,0.11839678883552551,MUTED AUTUMN,DARK AUTUMN,BRIGHT SPRING
6673.jpg,MUTED AUTUMN,BRIGHT SPRING,False,True,True,0.5592397451400757,0.10892137885093689,0.09871885180473328,BRIGHT SPRING,MUTED AUTUMN,MUTED SUMMER
6722.jpg,MUTED AUTUMN,LIGHT SPRING,False,False,True,0.237919420003891,0.21726572513580322,0.17331445217132568,LIGHT SPRING,BRIGHT SPRING,MUTED AUTUMN
6970.jpg,MUTED AUTUMN,MUTED AUTUMN,True,True,True,0.3867149353027344,0.20283207297325134,0.16922831535339355,MUTED AUTUMN,COOL WINTER,MUTED SUMMER
7141.jpg,MUTED AUTUMN,COOL WINTER,False,True,True,0.43506014347076416,0.31541743874549866,0.08770212531089783,COOL WINTER,MUTED AUTUMN,MUTED SUMMER
7273.jpg,MUTED AUTUMN,DARK AUTUMN,False,False,False,0.9005606174468994,0.08256629854440689,0.01025998406112194,DARK AUTUMN,DARK WINTER,WARM AUTUMN
7852.jpg,MUTED AUTUMN,MUTED AUTUMN,True,True,True,0.6082470417022705,0.09511388838291168,0.08483310788869858,MUTED AUTUMN,WARM SPRING,DARK AUTUMN
8472.jpg,MUTED AUTUMN,MUTED AUTUMN,True,True,True,0.7199265956878662,0.12232695519924164,0.031033912673592567,MUTED AUTUMN,DARK AUTUMN,DARK WINTER
9063.jpg,MUTED AUTUMN,MUTED SUMMER,False,True,True,0.35120779275894165,0.21543806791305542,0.203537255525589,MUTED SUMMER,MUTED AUTUMN,WARM SPRING
14183.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.37649261951446533,0.1993473768234253,0.18801195919513702,WARM AUTUMN,COOL WINTER,DARK AUTUMN
15026.jpg,WARM AUTUMN,DARK AUTUMN,False,True,True,0.3677230477333069,0.32298898696899414,0.12237484753131866,DARK AUTUMN,WARM AUTUMN,MUTED AUTUMN
15868.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.6991274356842041,0.1253136247396469,0.08954301476478577,WARM AUTUMN,DARK AUTUMN,MUTED AUTUMN
16378.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.5563328862190247,0.13854610919952393,0.10868553817272186,WARM AUTUMN,MUTED AUTUMN,WARM SPRING
17018.jpg,WARM AUTUMN,COOL WINTER,False,True,True,0.29215240478515625,0.14054647088050842,0.13123685121536255,COOL WINTER,WARM AUTUMN,BRIGHT SPRING
1860.jpg,WARM AUTUMN,DARK AUTUMN,False,True,True,0.595799446105957,0.3863101303577423,0.005263601429760456,DARK AUTUMN,WARM AUTUMN,COOL WINTER
20701.jpg,WARM AUTUMN,DARK AUTUMN,False,True,True,0.3713803291320801,0.2517116367816925,0.11587353050708771,DARK AUTUMN,WARM AUTUMN,BRIGHT SPRING
21124.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.33779630064964294,0.3296818733215332,0.18394732475280762,WARM AUTUMN,WARM SPRING,BRIGHT SPRING
21438.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.9003138542175293,0.03840448334813118,0.026461932808160782,WARM AUTUMN,WARM SPRING,DARK AUTUMN
21518.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.4869009256362915,0.18882746994495392,0.09886321425437927,WARM AUTUMN,MUTED AUTUMN,BRIGHT SPRING
21771.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.3814426064491272,0.19693595170974731,0.10439667105674744,WARM AUTUMN,MUTED SUMMER,WARM SPRING
22886.jpg,WARM AUTUMN,MUTED AUTUMN,False,True,True,0.3020193576812744,0.2717287540435791,0.22419582307338715,MUTED AUTUMN,WARM AUTUMN,WARM SPRING
24055.jpg,WARM AUTUMN,BRIGHT SPRING,False,False,False,0.295315682888031,0.22634971141815186,0.2032945454120636,BRIGHT SPRING,WARM SPRING,COOL SUMMER
24345.jpg,WARM AUTUMN,BRIGHT SPRING,False,True,True,0.45421111583709717,0.24339349567890167,0.13776548206806183,BRIGHT SPRING,WARM AUTUMN,WARM SPRING
26032.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.8230574131011963,0.12321047484874725,0.026892682537436485,WARM AUTUMN,WARM SPRING,BRIGHT SPRING
26893.jpg,WARM AUTUMN,DARK AUTUMN,False,True,True,0.6269700527191162,0.12857794761657715,0.10019408166408539,DARK AUTUMN,WARM AUTUMN,DARK WINTER
27338.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.3017195165157318,0.2277386635541916,0.11160433292388916,WARM AUTUMN,DARK AUTUMN,BRIGHT SPRING
28119.jpg,WARM AUTUMN,COOL SUMMER,False,False,False,0.30352771282196045,0.25530046224594116,0.14790241420269012,COOL SUMMER,BRIGHT SPRING,WARM SPRING
28851.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.7512317895889282,0.1316397786140442,0.053461045026779175,WARM AUTUMN,WARM SPRING,MUTED SUMMER
39.jpg,WARM AUTUMN,MUTED AUTUMN,False,True,True,0.3271796703338623,0.26121270656585693,0.22398613393306732,MUTED AUTUMN,WARM AUTUMN,DARK AUTUMN
4712.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.40369242429733276,0.25661835074424744,0.11139243841171265,WARM AUTUMN,COOL WINTER,MUTED AUTUMN
5360.jpg,WARM AUTUMN,WARM SPRING,False,True,True,0.547600507736206,0.2553425133228302,0.0983833447098732,WARM SPRING,WARM AUTUMN,MUTED AUTUMN
5729.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.40500837564468384,0.348978191614151,0.09982450306415558,WARM AUTUMN,WARM SPRING,MUTED AUTUMN
659.jpg,WARM AUTUMN,MUTED AUTUMN,False,False,True,0.46335285902023315,0.16937300562858582,0.16177073121070862,MUTED AUTUMN,WARM SPRING,WARM AUTUMN
6892.jpg,WARM AUTUMN,DARK AUTUMN,False,True,True,0.7212424278259277,0.1984730213880539,0.02504284307360649,DARK AUTUMN,WARM AUTUMN,MUTED AUTUMN
7913.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.618415892124176,0.12837554514408112,0.11480966210365295,WARM AUTUMN,DARK AUTUMN,MUTED AUTUMN
8519.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.49531519412994385,0.22409942746162415,0.11806042492389679,WARM AUTUMN,WARM SPRING,BRIGHT SPRING
9293.jpg,WARM AUTUMN,MUTED SUMMER,False,False,False,0.4718809127807617,0.14229890704154968,0.12763522565364838,MUTED SUMMER,DARK WINTER,MUTED AUTUMN
20841.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.5932599306106567,0.34643861651420593,0.030935008078813553,WARM AUTUMN,WARM SPRING,BRIGHT SPRING
21578.jpg,WARM AUTUMN,MUTED AUTUMN,False,False,True,0.4022108316421509,0.18080827593803406,0.14793014526367188,MUTED AUTUMN,MUTED SUMMER,WARM AUTUMN
22246.jpg,WARM AUTUMN,COOL WINTER,False,False,True,0.5673297047615051,0.09841134399175644,0.08036582171916962,COOL WINTER,MUTED SUMMER,WARM AUTUMN
22942.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.608426570892334,0.13711139559745789,0.07331942021846771,WARM AUTUMN,MUTED AUTUMN,WARM SPRING
24073.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.7657393217086792,0.21451435983181,0.00977866631001234,WARM AUTUMN,WARM SPRING,BRIGHT SPRING
24549.jpg,WARM AUTUMN,MUTED SUMMER,False,False,False,0.23502646386623383,0.22803214192390442,0.20428505539894104,MUTED SUMMER,MUTED AUTUMN,WARM SPRING
24906.jpg,WARM AUTUMN,MUTED AUTUMN,False,False,True,0.41076353192329407,0.35360997915267944,0.1119479313492775,MUTED AUTUMN,MUTED SUMMER,WARM AUTUMN
25247.jpg,WARM AUTUMN,WARM SPRING,False,True,True,0.5851041078567505,0.36648350954055786,0.0312623530626297,WARM SPRING,WARM AUTUMN,BRIGHT SPRING
26788.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.6890385150909424,0.11680980026721954,0.11438348889350891,WARM AUTUMN,WARM SPRING,MUTED AUTUMN
27382.jpg,WARM AUTUMN,DARK AUTUMN,False,False,True,0.509753942489624,0.31604260206222534,0.05837048590183258,DARK AUTUMN,DARK WINTER,WARM AUTUMN
27429.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.36276018619537354,0.17320561408996582,0.17014428973197937,WARM AUTUMN,BRIGHT SPRING,COOL WINTER
28003.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.7745637893676758,0.1810801923274994,0.03335841745138168,WARM AUTUMN,WARM SPRING,MUTED AUTUMN
28053.jpg,WARM AUTUMN,MUTED AUTUMN,False,True,True,0.24923330545425415,0.151163712143898,0.12613782286643982,MUTED AUTUMN,WARM AUTUMN,DARK AUTUMN
28136.jpg,WARM AUTUMN,WARM SPRING,False,False,True,0.36844009160995483,0.2307492196559906,0.1493549644947052,WARM SPRING,MUTED AUTUMN,WARM AUTUMN
28403.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.5698407888412476,0.22692635655403137,0.08780272305011749,WARM AUTUMN,WARM SPRING,BRIGHT SPRING
28955.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.5294110774993896,0.39211082458496094,0.050337307155132294,WARM AUTUMN,WARM SPRING,BRIGHT SPRING
29771.jpg,WARM AUTUMN,WARM SPRING,False,True,True,0.7210320234298706,0.24103301763534546,0.017635192722082138,WARM SPRING,WARM AUTUMN,MUTED AUTUMN
11222.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.6022918224334717,0.17457635700702667,0.06354106217622757,WARM AUTUMN,WARM SPRING,COOL WINTER
11566.jpg,WARM AUTUMN,MUTED SUMMER,False,False,False,0.2279648780822754,0.22573164105415344,0.21809902787208557,MUTED SUMMER,WARM SPRING,MUTED AUTUMN
12486.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.7449945211410522,0.12887480854988098,0.06514589488506317,WARM AUTUMN,DARK AUTUMN,WARM SPRING
14.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.43145185708999634,0.18633300065994263,0.12981674075126648,WARM AUTUMN,BRIGHT SPRING,WARM SPRING
16936.jpg,WARM AUTUMN,DARK AUTUMN,False,False,True,0.5269488096237183,0.2446134388446808,0.14489072561264038,DARK AUTUMN,DARK WINTER,WARM AUTUMN
16962.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.5204650163650513,0.15328463912010193,0.12186665832996368,WARM AUTUMN,MUTED AUTUMN,WARM SPRING
19762.jpg,WARM AUTUMN,MUTED AUTUMN,False,True,True,0.32572662830352783,0.23260115087032318,0.15045738220214844,MUTED AUTUMN,WARM AUTUMN,DARK AUTUMN
2023.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.4806027114391327,0.21791550517082214,0.1631237417459488,WARM AUTUMN,COOL WINTER,MUTED SUMMER
2178.jpg,WARM AUTUMN,WARM SPRING,False,False,True,0.2414385974407196,0.2164188027381897,0.20848920941352844,WARM SPRING,MUTED SUMMER,WARM AUTUMN
22919.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.3742813467979431,0.24829579889774323,0.11224256455898285,WARM AUTUMN,MUTED AUTUMN,DARK AUTUMN
23030.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.3116627335548401,0.23700100183486938,0.1725025475025177,WARM AUTUMN,DARK AUTUMN,DARK WINTER
23105.jpg,WARM AUTUMN,BRIGHT SPRING,False,False,False,0.3327857255935669,0.23437157273292542,0.1548449993133545,BRIGHT SPRING,MUTED AUTUMN,COOL SUMMER
23341.jpg,WARM AUTUMN,MUTED AUTUMN,False,True,True,0.589400053024292,0.13114386796951294,0.059577908366918564,MUTED AUTUMN,WARM AUTUMN,MUTED SUMMER
24936.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.7497750520706177,0.07395268976688385,0.06481048464775085,WARM AUTUMN,DARK AUTUMN,COOL WINTER
25266.jpg,WARM AUTUMN,COOL SUMMER,False,False,False,0.31679004430770874,0.16652368009090424,0.10764902830123901,COOL SUMMER,BRIGHT WINTER,COOL WINTER
2860.jpg,WARM AUTUMN,MUTED AUTUMN,False,True,True,0.2648376226425171,0.2051936686038971,0.15669266879558563,MUTED AUTUMN,WARM AUTUMN,MUTED SUMMER
4555.jpg,WARM AUTUMN,WARM SPRING,False,False,False,0.20173271000385284,0.15869253873825073,0.1235041469335556,WARM SPRING,COOL SUMMER,MUTED AUTUMN
4769.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.4410429000854492,0.19588859379291534,0.14101727306842804,WARM AUTUMN,MUTED AUTUMN,COOL WINTER
4770.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.17014345526695251,0.16320708394050598,0.1457388997077942,WARM AUTUMN,MUTED AUTUMN,BRIGHT SPRING
4780.jpg,WARM AUTUMN,MUTED AUTUMN,False,True,True,0.5928734540939331,0.1428019106388092,0.09746561199426651,MUTED AUTUMN,WARM AUTUMN,MUTED SUMMER
4849.jpg,WARM AUTUMN,MUTED AUTUMN,False,True,True,0.6251615881919861,0.22705641388893127,0.06955581903457642,MUTED AUTUMN,WARM AUTUMN,DARK AUTUMN
4956.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.3641437292098999,0.33440157771110535,0.24310645461082458,WARM AUTUMN,MUTED AUTUMN,WARM SPRING
5099.jpg,WARM AUTUMN,BRIGHT WINTER,False,False,False,0.24114158749580383,0.20034795999526978,0.14350830018520355,BRIGHT WINTER,DARK WINTER,DARK AUTUMN
5183.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.37741875648498535,0.36130014061927795,0.13423053920269012,WARM AUTUMN,COOL WINTER,MUTED AUTUMN
5409.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.3829384446144104,0.20678099989891052,0.17345738410949707,WARM AUTUMN,MUTED AUTUMN,DARK AUTUMN
6312.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.5363014936447144,0.20843392610549927,0.07412946224212646,WARM AUTUMN,WARM SPRING,MUTED AUTUMN
6682.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.2967187166213989,0.24773062765598297,0.12347455322742462,WARM AUTUMN,COOL WINTER,MUTED SUMMER
9058.jpg,WARM AUTUMN,WARM SPRING,False,False,True,0.693399965763092,0.20009811222553253,0.10189805924892426,WARM SPRING,MUTED AUTUMN,WARM AUTUMN
9305.jpg,WARM AUTUMN,WARM AUTUMN,True,True,True,0.5490309000015259,0.19839362800121307,0.16397225856781006,WARM AUTUMN,WARM SPRING,MUTED AUTUMN
11401.jpg,COOL SUMMER,COOL SUMMER,True,True,True,0.5581072568893433,0.2038034200668335,0.09512627869844437,COOL SUMMER,MUTED SUMMER,BRIGHT SPRING
12029.jpg,COOL SUMMER,COOL SUMMER,True,True,True,0.5295599699020386,0.17620326578617096,0.13292187452316284,COOL SUMMER,LIGHT SUMMER,LIGHT SPRING
14439.jpg,COOL SUMMER,MUTED AUTUMN,False,False,True,0.33645644783973694,0.1475260853767395,0.12165661156177521,MUTED AUTUMN,MUTED SUMMER,COOL SUMMER
15218.jpg,COOL SUMMER,COOL SUMMER,True,True,True,0.35686635971069336,0.15777160227298737,0.14183755218982697,COOL SUMMER,MUTED SUMMER,BRIGHT SPRING
16621.jpg,COOL SUMMER,DARK AUTUMN,False,False,False,0.5764515399932861,0.3535499572753906,0.0367475189268589,DARK AUTUMN,DARK WINTER,MUTED AUTUMN
20628.jpg,COOL SUMMER,WARM SPRING,False,False,True,0.3512568473815918,0.1667410135269165,0.15575480461120605,WARM SPRING,LIGHT SUMMER,COOL SUMMER
20970.jpg,COOL SUMMER,LIGHT SPRING,False,False,False,0.46822863817214966,0.30841928720474243,0.09599703550338745,LIGHT SPRING,LIGHT SUMMER,WARM SPRING
21915.jpg,COOL SUMMER,BRIGHT SPRING,False,False,False,0.2504434585571289,0.20472562313079834,0.14093931019306183,BRIGHT SPRING,MUTED AUTUMN,WARM SPRING
22762.jpg,COOL SUMMER,COOL SUMMER,True,True,True,0.5675208568572998,0.09804059565067291,0.0693521648645401,COOL SUMMER,MUTED SUMMER,BRIGHT SPRING
23270.jpg,COOL SUMMER,LIGHT SUMMER,False,False,False,0.3288576602935791,0.23860926926136017,0.22501049935817719,LIGHT SUMMER,MUTED SUMMER,LIGHT SPRING
23714.jpg,COOL SUMMER,COOL SUMMER,True,True,True,0.40912094712257385,0.261597603559494,0.19213080406188965,COOL SUMMER,BRIGHT WINTER,BRIGHT SPRING
26181.jpg,COOL SUMMER,WARM AUTUMN,False,False,False,0.34482550621032715,0.2117924690246582,0.19777727127075195,WARM AUTUMN,BRIGHT SPRING,WARM SPRING
26863.jpg,COOL SUMMER,COOL SUMMER,True,True,True,0.7532306909561157,0.09460122883319855,0.07781825959682465,COOL SUMMER,MUTED SUMMER,BRIGHT SPRING
26898.jpg,COOL SUMMER,LIGHT SUMMER,False,False,False,0.32057684659957886,0.2643621563911438,0.22824448347091675,LIGHT SUMMER,LIGHT SPRING,MUTED SUMMER
28218.jpg,COOL SUMMER,COOL SUMMER,True,True,True,0.4493985176086426,0.19479043781757355,0.12249709665775299,COOL SUMMER,LIGHT SPRING,BRIGHT SPRING
29359.jpg,COOL SUMMER,DARK AUTUMN,False,False,False,0.6718273162841797,0.15663433074951172,0.11008989810943604,DARK AUTUMN,DARK WINTER,WARM AUTUMN
5965.jpg,COOL SUMMER,COOL SUMMER,True,True,True,0.5165780186653137,0.17685338854789734,0.10308206081390381,COOL SUMMER,LIGHT SUMMER,MUTED SUMMER
5974.jpg,COOL SUMMER,LIGHT SUMMER,False,True,True,0.36604106426239014,0.16856327652931213,0.12284336239099503,LIGHT SUMMER,COOL SUMMER,WARM SPRING
6192.jpg,COOL SUMMER,LIGHT SPRING,False,False,False,0.3396530747413635,0.1779843270778656,0.1656496226787567,LIGHT SPRING,LIGHT SUMMER,MUTED SUMMER
7836.jpg,COOL SUMMER,WARM SPRING,False,False,False,0.4458601474761963,0.16927799582481384,0.15132851898670197,WARM SPRING,WARM AUTUMN,MUTED AUTUMN
8466.jpg,COOL SUMMER,DARK WINTER,False,False,False,0.25684839487075806,0.2238081395626068,0.1899263858795166,DARK WINTER,COOL WINTER,DARK AUTUMN
9016.jpg,COOL SUMMER,LIGHT SPRING,False,False,False,0.5630935430526733,0.1355050951242447,0.08712597191333771,LIGHT SPRING,MUTED SUMMER,LIGHT SUMMER
22153.jpg,COOL SUMMER,COOL SUMMER,True,True,True,0.3429468870162964,0.25304174423217773,0.14938682317733765,COOL SUMMER,BRIGHT SPRING,MUTED SUMMER
22766.jpg,COOL SUMMER,MUTED SUMMER,False,False,True,0.22940830886363983,0.20689383149147034,0.17883414030075073,MUTED SUMMER,MUTED AUTUMN,COOL SUMMER
22914.jpg,COOL SUMMER,MUTED AUTUMN,False,False,True,0.2152610421180725,0.16175663471221924,0.14447705447673798,MUTED AUTUMN,BRIGHT WINTER,COOL SUMMER
22982.jpg,COOL SUMMER,MUTED AUTUMN,False,False,False,0.25812724232673645,0.2338661551475525,0.20819726586341858,MUTED AUTUMN,WARM SPRING,WARM AUTUMN
23027.jpg,COOL SUMMER,COOL SUMMER,True,True,True,0.29754120111465454,0.21798619627952576,0.16567391157150269,COOL SUMMER,LIGHT SUMMER,MUTED SUMMER
23068.jpg,COOL SUMMER,MUTED SUMMER,False,False,False,0.288435697555542,0.22072093188762665,0.16667433083057404,MUTED SUMMER,MUTED AUTUMN,LIGHT SUMMER
23511.jpg,COOL SUMMER,COOL SUMMER,True,True,True,0.2361416071653366,0.2310260534286499,0.14129431545734406,COOL SUMMER,MUTED AUTUMN,BRIGHT WINTER
23755.jpg,COOL SUMMER,COOL SUMMER,True,True,True,0.33762460947036743,0.16614651679992676,0.1539323925971985,COOL SUMMER,BRIGHT SPRING,LIGHT SPRING
23991.jpg,COOL SUMMER,COOL SUMMER,True,True,True,0.4313391149044037,0.19251634180545807,0.1376516968011856,COOL SUMMER,BRIGHT WINTER,LIGHT SUMMER
24571.jpg,COOL SUMMER,COOL SUMMER,True,True,True,0.5293248891830444,0.21516099572181702,0.12216021120548248,COOL SUMMER,LIGHT SUMMER,LIGHT SPRING
24704.jpg,COOL SUMMER,COOL WINTER,False,False,True,0.27529168128967285,0.17481432855129242,0.1497579962015152,COOL WINTER,BRIGHT WINTER,COOL SUMMER
24873.jpg,COOL SUMMER,WARM SPRING,False,False,False,0.528044581413269,0.19535493850708008,0.0683060809969902,WARM SPRING,LIGHT SUMMER,BRIGHT SPRING
25158.jpg,COOL SUMMER,COOL SUMMER,True,True,True,0.43381738662719727,0.2463669776916504,0.09519211947917938,COOL SUMMER,LIGHT SPRING,BRIGHT SPRING
25226.jpg,COOL SUMMER,MUTED SUMMER,False,False,False,0.25041741132736206,0.16159221529960632,0.1327592432498932,MUTED SUMMER,LIGHT SPRING,LIGHT SUMMER
25354.jpg,COOL SUMMER,LIGHT SPRING,False,False,True,0.7236038446426392,0.11462290585041046,0.05601682513952255,LIGHT SPRING,LIGHT SUMMER,COOL SUMMER
25941.jpg,COOL SUMMER,WARM SPRING,False,False,True,0.4369720220565796,0.23656874895095825,0.17680351436138153,WARM SPRING,LIGHT SUMMER,COOL SUMMER
26359.jpg,COOL SUMMER,BRIGHT WINTER,False,False,False,0.4243316054344177,0.1357940435409546,0.11648164689540863,BRIGHT WINTER,DARK WINTER,COOL WINTER
26578.jpg,COOL SUMMER,COOL SUMMER,True,True,True,0.48203426599502563,0.13790753483772278,0.11195039004087448,COOL SUMMER,LIGHT SPRING,LIGHT SUMMER
26794.jpg,COOL SUMMER,COOL SUMMER,True,True,True,0.35892531275749207,0.19572362303733826,0.13051676750183105,COOL SUMMER,BRIGHT WINTER,BRIGHT SPRING
26824.jpg,COOL SUMMER,COOL SUMMER,True,True,True,0.3818169832229614,0.1534441113471985,0.13211862742900848,COOL SUMMER,MUTED AUTUMN,BRIGHT SPRING
27047.jpg,COOL SUMMER,BRIGHT SPRING,False,True,True,0.34531235694885254,0.28161197900772095,0.1984531432390213,BRIGHT SPRING,COOL SUMMER,BRIGHT WINTER
27077.jpg,COOL SUMMER,COOL SUMMER,True,True,True,0.49172335863113403,0.174273282289505,0.10810801386833191,COOL SUMMER,BRIGHT SPRING,MUTED SUMMER
28221.jpg,COOL SUMMER,BRIGHT SPRING,False,False,True,0.2527555227279663,0.2371947467327118,0.23079334199428558,BRIGHT SPRING,BRIGHT WINTER,COOL SUMMER
28248.jpg,COOL SUMMER,BRIGHT WINTER,False,False,True,0.39964523911476135,0.3394836485385895,0.18203240633010864,BRIGHT WINTER,BRIGHT SPRING,COOL SUMMER
28846.jpg,COOL SUMMER,COOL SUMMER,True,True,True,0.30544233322143555,0.18702369928359985,0.10524320602416992,COOL SUMMER,MUTED SUMMER,LIGHT SPRING
1082.jpg,COOL SUMMER,BRIGHT SPRING,False,True,True,0.2949150800704956,0.23446869850158691,0.10531141608953476,BRIGHT SPRING,COOL SUMMER,MUTED SUMMER
11286.jpg,COOL SUMMER,MUTED AUTUMN,False,False,False,0.47054702043533325,0.2285686880350113,0.1160956472158432,MUTED AUTUMN,DARK AUTUMN,COOL WINTER
12698.jpg,COOL SUMMER,COOL SUMMER,True,True,True,0.3049057722091675,0.1727912276983261,0.15528824925422668,COOL SUMMER,MUTED SUMMER,BRIGHT WINTER
2550.jpg,COOL SUMMER,COOL SUMMER,True,True,True,0.2318750023841858,0.22584643959999084,0.18179577589035034,COOL SUMMER,BRIGHT SPRING,MUTED SUMMER
8818.jpg,COOL SUMMER,COOL SUMMER,True,True,True,0.3965001404285431,0.23757538199424744,0.14347106218338013,COOL SUMMER,BRIGHT SPRING,BRIGHT WINTER
8927.jpg,COOL SUMMER,WARM SPRING,False,True,True,0.24714112281799316,0.14476419985294342,0.11644840240478516,WARM SPRING,COOL SUMMER,WARM AUTUMN
1088.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.7966850399971008,0.07803165167570114,0.06537362933158875,LIGHT SUMMER,LIGHT SPRING,COOL SUMMER
