label,filename,partition,sk_L,sk_a,sk_b,hr_L,hr_a,hr_b,lp_L,lp_a,lp_b,ey_L,ey_a,ey_b
MUTED AUTUMN,David Beckham 1_0.png,train,167.0,3.0,2.0,85.0,-3.0,2.0,144.0,18.0,-4.0,64.5,1.0,4.0
MUTED AUTUMN,David Beckham 2_0.png,train,156.0,3.0,-1.0,46.0,0.0,-1.0,142.0,11.0,-6.0,41.0,2.0,4.0
MUTED AUTUMN,Drew Barrymore 10.png,train,159.0,3.0,-9.0,50.0,1.0,3.0,93.0,21.0,-13.0,59.0,0.0,-10.0
MUTED AUTUMN,Drew Barrymore 3_1.png,train,166.0,0.0,-10.0,96.0,-7.0,9.0,132.0,24.0,-22.0,67.0,-2.0,-11.0
MUTED AUTUMN,Drew Barrymore 8.png,train,159.0,2.0,2.0,119.0,-2.0,8.0,81.0,39.0,13.0,84.0,-3.0,-3.0
MUTED AUTUMN,drew-barrymore 2.png,train,176.0,2.0,-1.0,73.0,2.0,8.0,124.0,28.0,-4.0,90.5,-1.0,-9.0
MUTED AUTUMN,Eliana Miglio 5.png,train,141.0,1.0,-2.0,65.0,1.0,5.0,94.0,19.0,-8.0,57.0,-1.0,-11.0
MUTED AUTUMN,Eliana Miglio 6.png,train,152.0,0.0,-6.0,71.0,3.0,8.0,124.0,17.0,-15.0,86.0,0.0,-14.0
MUTED AUTUMN,Eliana-Miglio 8.png,train,168.0,1.0,-7.0,72.0,2.0,11.0,106.0,25.0,-5.0,77.0,-2.0,-9.0
MUTED AUTUMN,Eliana_Miglio 2.png,train,155.0,7.0,-13.0,127.0,1.0,5.0,132.0,20.0,-15.0,77.0,4.0,-11.0
MUTED AUTUMN,"Felicity Jones, 4.png",train,172.0,1.0,1.0,28.0,0.0,2.0,148.0,14.0,-1.0,80.0,-3.0,-2.0
MUTED AUTUMN,"Felicity Jones, 8.png",train,207.0,-1.0,0.0,26.0,3.0,2.0,128.0,33.0,9.0,113.0,-5.0,-1.0
MUTED AUTUMN,"Felicity Jones,3.png",train,181.0,0.0,0.0,36.0,2.0,3.0,165.0,15.0,-4.0,107.0,-7.0,-5.0
MUTED AUTUMN,"Felicity Jones,5.png",train,220.0,1.0,-1.0,33.0,4.0,1.0,179.0,26.0,2.0,139.0,-3.0,-3.0
MUTED AUTUMN,felicity-jones 1.png,train,177.0,1.0,4.0,47.0,2.0,6.0,139.0,18.0,6.0,111.0,-1.0,4.0
MUTED AUTUMN,felicity-jones 2.png,train,189.0,0.0,1.0,40.0,3.0,4.0,147.0,15.0,1.0,95.0,-3.0,0.0
MUTED AUTUMN,Gigi Hadid 10.png,train,161.0,3.0,9.0,56.0,0.0,1.0,138.0,16.0,7.0,109.0,-3.0,-9.0
MUTED AUTUMN,Gigi Hadid 5.png,train,186.0,3.0,-5.0,135.0,-3.0,6.0,130.0,16.0,-4.0,125.0,-1.0,-10.0
MUTED AUTUMN,Gigi Hadid 7.png,train,143.0,1.0,-2.0,83.0,1.0,12.0,105.0,11.0,-5.0,74.0,-3.0,-8.0
MUTED AUTUMN,Gigi Hadid 8.png,train,170.0,4.0,-5.0,128.0,-2.0,7.0,140.0,10.0,-1.0,97.0,2.0,-11.0
MUTED AUTUMN,Gigi Hadid 9.png,train,206.0,-5.0,2.0,62.0,3.0,3.0,128.0,14.0,5.0,86.0,0.0,-8.0
MUTED AUTUMN,kirby griffin 2.png,train,142.0,1.0,5.0,75.0,0.0,3.0,98.0,35.0,7.0,82.0,-2.0,-3.0
MUTED AUTUMN,Mary kate olsen.png,train,186.0,0.0,8.0,90.0,-1.0,8.0,158.0,10.0,7.0,124.0,-3.5,-4.0
MUTED AUTUMN,Nicole Richie 6.png,train,147.0,3.0,2.0,93.0,3.0,10.0,108.0,22.0,2.0,83.0,-1.5,-0.5
MUTED AUTUMN,Nicole Richie 7.png,train,133.0,2.0,1.0,28.0,1.0,2.0,122.0,9.0,-6.0,61.0,0.0,0.0
MUTED AUTUMN,Nicole Richie 8.png,train,161.0,5.0,1.0,123.0,1.0,10.0,154.0,12.0,-4.0,97.0,-1.0,-2.0
MUTED AUTUMN,rachel zoe 2.png,train,159.0,4.0,1.0,150.0,-2.0,9.0,93.0,34.0,1.0,90.0,3.0,2.0
MUTED AUTUMN,Robert Pattinson 2.png,train,172.0,0.0,4.0,40.0,0.0,3.0,136.0,17.0,-1.0,99.0,-3.0,-4.0
MUTED AUTUMN,"Robert Pattinson, 3.png",train,173.0,1.0,0.0,40.0,4.0,9.0,133.0,16.0,-2.0,108.0,1.0,-6.0
MUTED AUTUMN,"Robert Pattinson, 5.png",train,183.0,2.0,0.0,39.0,0.0,3.0,132.0,23.0,-5.0,123.0,-3.0,-3.0
MUTED AUTUMN,"Robert Pattinson, 6.png",train,188.0,-2.0,12.0,57.0,2.0,9.0,138.0,18.0,8.0,112.0,-7.0,2.0
MUTED AUTUMN,Ryan Gosling 1.png,train,184.0,0.0,-1.0,130.0,-2.0,9.0,138.0,18.0,0.0,68.5,1.0,-4.0
MUTED AUTUMN,Ryan Gosling 2.png,train,154.0,1.0,4.0,67.0,2.0,6.0,122.0,12.0,2.0,107.0,-4.0,-8.0
MUTED AUTUMN,"Ryan Gosling,  4.png",train,125.0,3.0,8.0,59.0,1.0,6.0,106.0,17.0,3.0,0.0,0.0,0.0
MUTED AUTUMN,"Ryan Gosling, 5.png",train,169.0,2.0,5.0,83.0,1.0,8.0,139.5,21.0,-1.0,72.0,-1.0,-6.0
MUTED AUTUMN,"Ryan Gosling, 6.png",train,176.0,6.0,-9.0,71.0,0.0,13.0,159.0,17.0,-15.0,113.0,1.0,-19.0
MUTED AUTUMN,Sara Hyland 1.png,train,158.0,1.0,6.0,40.0,2.0,2.0,109.0,15.0,5.0,76.0,-2.0,-2.0
MUTED AUTUMN,Sara Hyland 2.png,train,170.0,0.0,3.0,47.0,2.0,3.0,138.0,19.0,1.0,91.0,-4.0,-4.0
MUTED AUTUMN,Sarah Hyland 3.png,train,177.0,2.0,1.0,103.0,2.0,8.0,119.0,18.0,2.0,88.0,0.0,-3.5
MUTED AUTUMN,Sarah Hyland 4.png,train,163.0,3.0,7.0,86.0,0.0,5.0,136.0,18.0,4.0,96.0,-3.0,-3.0
MUTED AUTUMN,Sarah Hyland 5.png,train,170.0,2.0,4.0,72.0,0.0,3.0,83.0,18.0,7.0,97.0,-2.0,-4.0
MUTED AUTUMN,Sarah Hyland 6.png,train,160.0,2.0,5.0,58.0,0.0,2.0,136.0,13.0,1.0,86.0,-3.0,-3.0
MUTED AUTUMN,Sonia Grispo 2.png,train,136.0,5.0,6.0,132.0,0.0,2.0,106.5,13.0,9.0,31.0,3.0,4.0
MUTED AUTUMN,Sonia Grispo 3.png,train,179.0,0.0,-4.0,92.0,4.0,9.0,140.0,19.0,2.0,70.0,4.0,7.0
MUTED AUTUMN,Tyra Banks 3.png,train,135.0,8.0,15.0,44.0,0.0,6.0,140.0,13.0,11.0,119.0,-4.0,-7.0
MUTED AUTUMN,Tyra Banks 6.png,train,141.0,4.0,11.0,87.0,1.0,3.0,130.0,12.0,1.0,83.0,-1.0,-4.0
MUTED AUTUMN,"Tyra Banks, 4.png",train,156.0,0.0,5.0,66.0,1.0,-1.0,141.0,9.0,-5.0,100.0,-2.0,-8.0
MUTED AUTUMN,veronica ferraro 2.png,train,132.0,2.0,0.0,61.0,0.0,3.0,95.0,12.0,-2.0,72.5,-1.0,-7.0
MUTED AUTUMN,Veronica-Ferraro 3.png,train,164.0,4.0,5.0,143.0,-2.0,3.0,142.0,17.0,-1.0,125.0,-2.0,-7.0
MUTED AUTUMN,Ana de Armas 12.png,train,176.0,6.0,-14.0,10.0,2.0,2.0,119.0,38.0,-10.0,90.0,-2.0,-6.0
MUTED AUTUMN,ana de armas 2.png,train,143.0,5.0,8.0,70.0,0.0,4.0,114.0,18.0,1.5,73.0,0.0,1.0
MUTED AUTUMN,Eliana Miglio 4.png,train,165.0,0.0,-5.0,85.0,2.0,4.0,129.0,17.0,-8.0,71.5,1.0,-7.5
MUTED AUTUMN,Sonia Grispo 1.png,train,147.0,3.0,3.0,98.0,1.0,1.0,129.0,15.0,2.0,51.0,7.0,7.0
MUTED AUTUMN,Adele 5.png,train,173.0,3.0,-1.0,141.0,-1.0,8.0,133.0,17.0,1.0,69.0,2.0,-6.0
MUTED AUTUMN,Ana de Armas 9.png,train,156.0,1.0,10.0,31.0,0.0,1.0,133.0,11.0,9.0,99.0,-2.0,6.0
MUTED AUTUMN,Drew Barrymore 4.png,train,178.0,2.0,-2.0,115.0,0.0,6.0,96.0,38.0,1.0,64.0,0.0,-4.0
MUTED AUTUMN,Adele 7.png,train,184.0,0.0,-3.0,92.0,1.0,6.0,131.0,18.0,-3.0,58.0,-2.0,-1.0
MUTED AUTUMN,Ana de Armas 10.png,train,149.0,-1.0,17.0,9.0,2.0,2.0,124.0,15.0,7.0,75.0,1.0,5.0
MUTED AUTUMN,Ana de Armas 11.png,train,147.0,-4.0,0.0,47.0,2.0,2.0,87.0,13.0,-4.0,67.0,-1.0,-2.0
MUTED AUTUMN,Ashley Olsen 5.png,train,195.0,2.0,3.0,57.0,2.0,8.0,149.0,29.0,-1.0,131.0,-5.0,-6.0
MUTED AUTUMN,Calista Flockhart 5.png,train,177.0,-5.0,-5.0,65.0,-1.0,4.0,109.0,29.0,-6.0,77.5,-1.0,-2.0
MUTED AUTUMN,David beckham  5.png,train,182.0,0.0,2.0,90.0,-1.0,2.0,154.0,6.0,-1.0,47.0,2.0,5.0
MUTED AUTUMN,Drew Barrymore 11.png,train,188.0,-9.0,-16.0,64.0,2.0,14.0,135.0,11.0,-15.0,77.0,-3.0,-7.0
MUTED AUTUMN,Drew Barrymore 12.png,train,201.0,-16.0,-1.0,43.0,2.0,7.0,105.0,46.0,-19.0,103.0,-8.0,-7.0
MUTED AUTUMN,Drew-Barrymore 1.png,train,179.0,0.0,-2.0,90.0,1.0,8.0,109.0,37.0,5.0,77.0,-2.0,-5.0
MUTED AUTUMN,Gigi Hadid 6.png,train,195.0,3.0,5.0,109.0,-2.0,8.0,168.0,15.0,0.0,150.0,-5.0,-8.0
MUTED AUTUMN,Nicole Richie 4.png,train,190.0,0.0,-6.0,107.0,1.0,13.0,171.0,10.0,-12.0,140.0,-2.0,-8.0
MUTED AUTUMN,Robert Pattinson 9.png,train,179.0,1.0,10.0,53.0,3.0,11.0,129.0,17.0,7.0,38.0,0.0,4.0
MUTED AUTUMN,"Robert Pattinson, 4.png",train,182.0,-1.0,4.0,41.0,3.0,7.0,144.0,18.0,3.0,125.0,-5.0,2.0
MUTED AUTUMN,"Ryan Gosling, 7.png",train,160.0,3.0,0.0,82.0,0.0,10.0,120.0,23.0,4.0,66.0,1.0,-10.0
MUTED AUTUMN,"Ryan Gosling, 8.png",train,173.0,1.0,7.0,137.0,-3.0,1.0,133.0,20.0,4.0,92.0,-3.0,-3.0
MUTED AUTUMN,tyra banks 1.png,train,123.0,1.0,2.0,82.0,-1.0,4.0,101.0,13.0,-6.0,36.0,0.0,-2.0
MUTED AUTUMN,Veronica Ferraro 1.png,train,168.0,2.0,-12.0,61.0,1.0,2.0,118.0,23.0,-18.0,86.0,-3.0,-6.0
MUTED AUTUMN,11090.jpg,train,135.0,3.0,9.0,23.0,0.0,2.0,116.0,12.0,1.0,43.0,2.0,4.0
MUTED AUTUMN,12700.jpg,train,95.0,14.0,26.0,93.0,4.0,7.0,103.0,23.0,25.0,19.0,5.0,3.0
MUTED AUTUMN,12796.jpg,train,155.0,2.0,5.0,20.0,1.0,1.0,116.0,18.0,4.0,58.0,-4.0,4.0
MUTED AUTUMN,13583.jpg,train,146.0,4.0,2.0,77.0,-1.0,8.0,107.0,18.0,0.0,53.0,3.0,-1.0
MUTED AUTUMN,14091.jpg,train,132.0,2.0,2.0,110.0,-5.0,3.0,101.0,13.0,-4.0,51.0,3.0,-5.0
MUTED AUTUMN,15243.jpg,train,158.0,6.0,7.0,0.0,0.0,0.0,133.0,14.0,7.0,124.0,7.0,7.0
MUTED AUTUMN,15381.jpg,train,164.0,-1.0,4.0,27.0,2.0,2.0,115.0,24.0,3.0,74.0,-2.0,-11.0
MUTED AUTUMN,15844.jpg,train,172.0,-3.0,2.0,47.0,1.0,2.0,158.0,6.0,-6.0,99.5,-1.0,-9.0
MUTED AUTUMN,16085.jpg,train,109.0,4.0,4.0,27.0,2.0,-1.0,123.0,14.0,2.0,75.0,4.0,9.0
MUTED AUTUMN,16204.jpg,train,181.0,9.0,12.0,135.0,4.0,11.0,159.0,23.0,11.0,87.0,7.0,3.0
MUTED AUTUMN,16417.jpg,train,139.0,4.0,-8.0,54.0,-1.0,13.0,135.0,14.0,-19.0,73.0,4.0,-15.0
MUTED AUTUMN,16468.jpg,train,168.0,3.0,12.0,80.0,-2.0,5.0,127.0,14.0,7.0,80.0,0.0,5.0
MUTED AUTUMN,16613.jpg,train,159.0,6.0,-8.0,35.0,1.0,2.0,117.0,13.0,4.0,63.0,2.0,3.0
MUTED AUTUMN,18018.jpg,train,129.0,7.0,2.0,54.0,2.0,4.0,103.0,17.0,3.0,9.0,2.0,-2.0
MUTED AUTUMN,19226.jpg,train,124.0,6.0,4.0,21.0,-4.0,-3.0,83.0,26.0,8.0,61.0,-3.0,0.0
MUTED AUTUMN,19977.jpg,train,123.0,10.0,9.0,35.0,2.0,5.0,105.0,20.0,2.0,81.0,0.0,-5.0
MUTED AUTUMN,19990.jpg,train,175.0,1.0,-18.0,103.0,1.0,14.0,139.0,8.0,-12.0,115.0,7.0,-21.0
MUTED AUTUMN,203.jpg,train,162.0,3.0,-11.0,119.0,-2.0,8.0,110.0,21.0,-14.0,72.0,3.0,-10.0
MUTED AUTUMN,21356.jpg,train,176.0,0.0,12.0,58.0,7.0,11.0,150.0,14.0,10.0,73.0,2.0,0.0
MUTED AUTUMN,21601.jpg,train,157.0,6.0,6.0,86.0,-3.0,2.0,142.0,17.0,2.0,79.0,7.0,9.0
MUTED AUTUMN,21621.jpg,train,146.0,4.0,11.0,54.0,4.0,6.0,103.0,17.0,10.0,50.0,4.0,4.0
MUTED AUTUMN,21672.jpg,train,101.0,5.0,4.0,28.0,2.0,4.0,58.0,26.0,4.0,42.0,3.0,-2.0
MUTED AUTUMN,22615.jpg,train,79.0,1.0,2.0,10.0,1.0,0.0,21.0,10.0,3.0,0.0,0.0,0.0
MUTED AUTUMN,22848.jpg,train,155.0,3.0,0.0,58.0,2.0,0.0,136.0,13.0,0.0,89.0,3.0,-4.0
MUTED AUTUMN,24542.jpg,train,123.0,5.0,6.0,68.0,1.0,7.0,91.0,18.0,0.0,48.0,2.0,-5.0
MUTED AUTUMN,25398.jpg,train,158.0,7.0,10.0,92.0,0.0,-1.0,119.0,18.0,4.0,0.0,0.0,0.0
MUTED AUTUMN,26143.jpg,train,178.0,2.0,-1.0,74.0,0.0,-1.0,162.0,5.0,1.0,145.0,0.0,-10.0
MUTED AUTUMN,26425.jpg,train,172.0,-1.0,4.0,28.0,4.0,5.0,77.0,37.0,17.0,70.0,0.0,-6.0
MUTED AUTUMN,27029.jpg,train,224.0,4.0,-2.0,59.0,6.0,10.0,184.0,19.0,2.0,113.0,0.0,-6.0
MUTED AUTUMN,27423.jpg,train,148.0,12.0,12.0,114.0,4.0,6.0,121.0,21.0,5.0,81.0,2.0,-5.0
MUTED AUTUMN,27778.jpg,train,176.0,2.0,-6.0,114.0,-1.0,9.0,123.0,20.0,-5.0,64.0,4.0,-13.0
MUTED AUTUMN,28000.jpg,train,149.0,5.0,7.0,70.0,2.0,4.0,116.0,12.0,1.0,56.0,4.0,3.0
MUTED AUTUMN,28747.jpg,train,140.0,2.0,-3.0,49.0,-1.0,8.0,100.0,18.0,-14.0,103.5,1.0,-17.0
MUTED AUTUMN,28751.jpg,train,138.0,5.0,7.0,39.0,0.0,4.0,116.0,17.0,-1.0,73.0,1.0,-4.0
MUTED AUTUMN,2901.jpg,train,161.0,3.0,-1.0,50.0,3.0,3.0,134.0,17.0,0.0,58.0,5.0,3.0
MUTED AUTUMN,29175.jpg,train,145.0,10.0,21.0,40.0,6.5,7.0,130.0,18.0,17.0,62.0,7.0,6.0
MUTED AUTUMN,29535.jpg,train,154.0,1.0,2.0,67.0,0.0,2.0,123.0,16.0,-9.0,100.0,-3.0,-5.0
MUTED AUTUMN,29548.jpg,train,129.0,1.0,0.0,46.0,-2.0,1.0,107.0,10.0,-10.0,0.0,0.0,0.0
MUTED AUTUMN,2979.jpg,train,152.0,1.0,-3.0,119.0,-1.0,4.0,67.0,30.0,11.0,46.0,-2.0,-1.0
MUTED AUTUMN,29810.jpg,train,135.0,7.0,12.0,152.0,-4.0,3.0,126.0,37.0,-16.0,33.0,1.0,0.0
MUTED AUTUMN,4079.jpg,train,180.0,1.0,-2.0,73.0,0.0,8.0,124.0,25.0,4.0,97.0,-3.0,1.0
MUTED AUTUMN,4092.jpg,train,133.0,4.0,7.0,27.0,2.0,1.0,125.0,11.0,0.0,52.0,4.0,-2.0
MUTED AUTUMN,4498.jpg,train,126.0,6.0,18.0,51.0,1.0,11.0,95.0,19.0,9.0,46.0,2.0,5.0
MUTED AUTUMN,559.jpg,train,189.0,0.0,-4.0,58.0,0.0,3.0,172.0,9.0,-8.0,96.0,1.0,-3.0
MUTED AUTUMN,7923.jpg,train,97.0,15.0,13.0,9.0,6.0,1.0,81.0,24.0,7.0,60.0,8.0,1.0
MUTED AUTUMN,9110.jpg,train,163.0,-2.0,-1.0,25.0,2.0,4.0,137.0,8.0,-5.0,34.0,0.0,-2.0
MUTED AUTUMN,9295.jpg,train,122.0,4.0,16.0,129.0,-2.0,-5.0,44.0,16.0,11.0,26.0,8.0,3.0
MUTED AUTUMN,9667.jpg,train,155.0,-1.0,-6.0,69.0,0.0,3.0,112.0,7.0,-1.0,0.0,0.0,0.0
MUTED AUTUMN,Calista Flockhart Autunno Soft.png,train,166.0,3.0,-4.0,91.0,-2.0,8.0,113.0,21.0,-2.0,85.0,2.0,1.0
MUTED AUTUMN,Gigi Hadid Autunno Soft.png,train,156.0,2.0,3.0,83.0,1.0,4.0,117.0,11.0,2.0,78.0,1.0,-3.0
MUTED AUTUMN,Heath Ledger Autunno Soft.png,train,171.0,0.0,3.0,40.0,0.0,1.0,147.0,14.0,-3.0,66.0,2.0,0.0
MUTED AUTUMN,Mischa Barton Autunno Soft.png,train,175.0,-1.0,-7.0,79.0,1.0,9.0,128.0,16.0,-3.0,75.0,-1.0,-11.0
MUTED AUTUMN,Sonia Grispo Auttuno Soft.png,train,179.0,0.0,-5.0,90.0,4.0,9.0,140.0,18.0,1.0,72.0,3.0,5.0
MUTED AUTUMN,Eddie Redmayne AUTUNNO SOFT.png,train,166.0,4.0,7.0,34.0,1.0,2.0,150.0,14.0,0.0,111.0,-1.0,4.0
MUTED AUTUMN,Eliana Miglio Autunno Soft.png,train,166.0,-1.0,-6.0,82.0,2.0,4.0,134.0,15.0,-9.0,73.0,2.0,-8.0
MUTED AUTUMN,Hugh Jackman AUTUNNO SOFT.png,train,156.0,2.0,5.0,32.0,2.0,2.0,133.0,12.0,-3.0,99.0,3.0,4.0
MUTED AUTUMN,Mary-Kate Olsen Autunno Soft.png,train,156.0,1.0,-1.0,54.0,0.0,7.0,111.0,15.0,1.0,88.0,-2.0,-2.0
MUTED AUTUMN,Natalie Portman AUTUNNO SOFT .png,train,188.0,-3.0,0.0,85.0,3.0,3.0,144.0,14.0,2.0,41.0,5.0,1.0
MUTED AUTUMN,10602.jpg,test,199.0,10.0,-4.0,176.0,-4.0,6.0,179.0,25.0,-12.0,101.0,0.0,-10.0
MUTED AUTUMN,12845.jpg,test,164.0,6.0,7.0,135.0,-4.0,-2.0,95.0,18.0,9.0,50.0,4.0,3.0
MUTED AUTUMN,13209.jpg,test,162.0,10.0,17.0,95.0,7.0,7.0,124.0,23.0,15.0,93.0,0.0,4.0
MUTED AUTUMN,13716.jpg,test,151.0,-2.0,1.0,54.0,1.0,4.0,99.0,17.0,-3.0,58.0,1.0,-4.0
MUTED AUTUMN,15178.jpg,test,123.0,3.0,6.0,44.0,1.0,0.0,101.0,7.0,3.0,0.0,0.0,0.0
MUTED AUTUMN,15449.jpg,test,161.0,3.0,-2.0,88.0,-1.0,3.0,153.0,20.0,-12.0,82.0,3.0,-9.0
MUTED AUTUMN,17203.jpg,test,127.0,8.0,10.0,10.0,-2.0,2.0,91.0,23.0,8.0,76.0,0.0,4.0
MUTED AUTUMN,17696.jpg,test,170.0,3.0,4.0,122.0,-1.0,2.0,161.0,13.0,-4.0,55.0,0.0,-2.0
MUTED AUTUMN,17876.jpg,test,158.0,2.0,6.0,56.0,0.0,5.0,116.0,19.0,3.0,82.0,0.0,-1.0
MUTED AUTUMN,18882.jpg,test,167.0,0.0,21.0,118.0,1.0,18.0,78.0,26.0,18.0,0.0,0.0,0.0
MUTED AUTUMN,19518.jpg,test,173.0,3.0,8.0,160.0,-6.0,-1.0,147.0,9.0,-3.0,86.0,0.0,-4.0
MUTED AUTUMN,19953.jpg,test,166.0,2.0,5.0,44.0,1.0,4.0,144.0,17.0,-1.0,39.0,2.0,-1.0
MUTED AUTUMN,20431.jpg,test,91.0,8.0,13.0,0.0,0.0,0.0,82.0,20.0,14.0,37.0,-1.0,5.0
MUTED AUTUMN,22684.jpg,test,122.0,9.0,16.0,59.0,5.0,12.0,112.0,19.0,6.0,72.0,4.0,4.0
MUTED AUTUMN,22788.jpg,test,174.0,8.0,13.0,53.0,0.0,-11.0,154.0,15.0,7.0,0.0,0.0,0.0
MUTED AUTUMN,23781.jpg,test,153.0,2.0,23.0,14.0,0.0,2.0,114.0,20.0,18.0,0.0,0.0,0.0
MUTED AUTUMN,24530.jpg,test,126.0,5.0,2.0,10.0,2.0,2.0,83.0,23.0,10.0,29.0,4.0,2.0
MUTED AUTUMN,25270.jpg,test,154.0,2.0,2.0,136.0,-2.0,-3.0,136.0,5.0,-2.0,73.0,0.0,2.0
MUTED AUTUMN,25636.jpg,test,175.0,2.0,5.0,107.0,-2.0,11.0,119.0,30.0,0.0,101.0,-3.0,-7.0
MUTED AUTUMN,25637.jpg,test,141.0,6.0,8.0,38.0,0.0,2.0,104.0,16.0,8.0,96.0,-1.0,0.0
MUTED AUTUMN,27851.jpg,test,179.0,7.0,17.0,16.0,1.0,2.0,142.0,23.0,16.0,76.0,2.0,6.0
MUTED AUTUMN,28447.jpg,test,130.0,5.0,8.0,38.0,-1.0,3.0,102.0,14.0,2.0,42.0,2.0,3.0
MUTED AUTUMN,29129.jpg,test,165.0,9.0,16.0,10.0,4.0,1.0,126.0,29.0,13.0,96.5,4.0,1.0
MUTED AUTUMN,29422.jpg,test,149.0,3.0,0.0,83.0,2.0,8.0,113.0,12.0,1.0,47.0,0.0,-8.0
MUTED AUTUMN,29879.jpg,test,168.0,12.0,6.0,103.0,-6.0,9.0,141.0,16.0,17.0,120.0,2.0,11.0
MUTED AUTUMN,4051.jpg,test,160.0,0.0,-3.0,117.0,0.0,1.0,123.0,16.0,-8.0,122.0,3.0,-16.0
MUTED AUTUMN,7897.jpg,test,138.0,4.0,5.0,36.0,2.0,1.0,104.0,21.0,3.0,75.0,1.0,3.0
MUTED AUTUMN,9217.jpg,test,150.0,3.0,1.0,69.0,0.0,4.0,124.0,12.0,-1.0,58.0,4.0,3.0
MUTED AUTUMN,9749.jpg,test,170.0,2.0,11.0,1.0,0.0,0.0,153.0,14.0,15.0,45.0,4.0,-1.0
MUTED AUTUMN,Evan Peters 1.png,train,153.0,3.0,0.0,31.0,2.0,7.0,123.0,14.0,-1.0,45.0,4.0,2.0
MUTED AUTUMN,Evan Peters 2.png,train,156.0,4.0,6.0,19.0,0.0,2.0,119.0,24.0,5.0,87.0,0.0,-2.0
MUTED AUTUMN,Gigi Hadid 1.png,train,184.0,-1.0,0.0,65.0,4.0,13.0,116.0,26.0,4.0,120.0,-2.0,-11.0
MUTED AUTUMN,Gigi Hadid 2_0.png,train,200.0,0.0,-1.0,112.0,2.0,5.0,144.0,19.0,3.0,121.0,-1.0,-5.0
MUTED AUTUMN,Gigi Hadid 3.png,train,164.0,0.0,-2.0,69.0,-1.0,1.0,117.0,13.0,6.0,111.0,1.0,-7.0
MUTED AUTUMN,Nicole Richie 1_0.png,train,162.0,1.0,2.0,69.0,0.0,2.0,129.0,15.0,-5.0,82.0,3.0,0.0
MUTED AUTUMN,Nicole Richie 2_0.png,train,155.0,2.0,-2.0,104.0,-2.0,3.0,120.0,10.0,-2.0,95.0,-1.0,-5.0
MUTED AUTUMN,Evan Peters 3_0.png,train,196.0,3.0,1.0,67.0,2.0,8.0,168.0,18.0,0.0,63.0,3.0,1.0
MUTED AUTUMN,21731.jpg,test,117.0,6.0,15.0,24.0,-1.0,-3.0,112.0,14.0,11.0,80.0,0.0,0.0
MUTED AUTUMN,21875.jpg,test,177.0,-22.0,19.0,57.0,2.0,4.0,110.0,5.0,6.0,75.0,-8.0,-2.0
MUTED AUTUMN,22979.jpg,test,158.0,1.0,3.0,56.0,-1.0,2.0,121.0,12.0,4.0,80.0,4.0,1.0
MUTED AUTUMN,23189.jpg,test,175.0,1.0,-3.0,41.0,0.0,1.0,151.0,15.0,-5.0,130.0,-4.0,-1.0
MUTED AUTUMN,23902.jpg,test,159.0,9.0,3.0,81.0,-3.0,0.0,130.0,22.0,6.0,56.0,6.0,8.0
MUTED AUTUMN,24077.jpg,test,164.0,-1.0,-1.0,34.0,2.0,5.0,113.0,22.0,-3.0,84.0,-1.0,-3.0
MUTED AUTUMN,24703.jpg,test,140.0,5.0,15.0,19.0,0.0,2.0,94.0,44.0,21.0,31.0,2.0,2.0
MUTED AUTUMN,24783.jpg,test,217.0,-4.0,-4.0,64.0,3.0,4.0,175.0,13.0,0.0,121.0,2.0,-7.0
MUTED AUTUMN,25099.jpg,test,173.0,3.0,9.0,51.0,3.0,6.0,136.0,16.0,7.0,75.0,3.0,6.0
MUTED AUTUMN,26377.jpg,test,188.0,2.0,5.0,106.0,-1.0,8.0,151.0,22.0,7.0,105.0,-4.0,0.0
MUTED AUTUMN,26514.jpg,test,180.0,3.0,-5.0,101.0,-3.0,9.0,160.0,12.0,-12.0,0.0,0.0,0.0
MUTED AUTUMN,26983.jpg,test,164.0,2.0,10.0,54.0,3.0,3.0,144.0,16.0,3.0,82.0,3.0,1.0
MUTED AUTUMN,28163.jpg,test,133.0,10.0,13.0,27.0,-2.0,2.0,119.0,21.0,10.0,105.0,0.0,7.0
MUTED AUTUMN,28976.jpg,test,131.0,2.0,4.0,96.0,2.0,-1.0,106.0,6.0,0.0,71.0,-6.0,-5.0
MUTED AUTUMN,29047.jpg,test,144.0,0.0,5.0,77.0,-4.0,1.0,116.0,12.0,0.0,68.0,-2.0,4.0
MUTED AUTUMN,29224.jpg,test,152.0,2.0,-6.0,68.0,0.0,9.0,107.0,15.0,1.0,62.0,2.0,-4.0
MUTED AUTUMN,29953.jpg,test,123.0,-1.0,8.0,15.0,0.0,0.0,102.0,9.0,1.0,85.0,-4.0,8.0
MUTED AUTUMN,adele 2.png,train,202.0,0.0,-4.0,134.0,1.0,8.0,162.0,20.0,-3.0,96.0,-2.0,-2.0
MUTED AUTUMN,Ana de Armas 3.png,train,163.0,3.0,9.0,12.0,2.0,2.0,135.0,16.0,8.0,59.0,1.0,8.0
MUTED AUTUMN,Ana de Armas 4.png,train,181.0,5.0,2.0,60.0,4.0,4.0,157.0,22.0,-4.0,124.0,-1.0,4.0
MUTED AUTUMN,Ana de Armas 5.png,train,193.0,-3.0,2.0,27.0,2.0,3.0,146.0,20.0,9.0,87.0,3.0,3.0
MUTED AUTUMN,ashley olsen 1_1.png,train,174.0,5.0,-21.0,88.0,-1.0,10.0,135.0,14.0,-4.0,112.0,3.0,-23.0
